Date and Time,Wheelchair Base Response
06/08/2019 09:59:37,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:38,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:38,STATUS: MOVEMENT,,
06/08/2019 09:59:38,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:39,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:39,STATUS: MOVEMENT,,
06/08/2019 09:59:39,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:40,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:40,STATUS: MOVEMENT,,
06/08/2019 09:59:40,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:41,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:41,STATUS: MOVEMENT,,
06/08/2019 09:59:41,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:42,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:42,STATUS: MOVEMENT,,
06/08/2019 09:59:42,STATUS: TELEMETRY,20.344V,0.000A,0.000A
06/08/2019 09:59:43,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:43,STATUS: MOVEMENT,,
06/08/2019 09:59:43,STATUS: TELEMETRY,20.344V,0.000A,0.000A
06/08/2019 09:59:44,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:44,STATUS: MOVEMENT,,
06/08/2019 09:59:44,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:45,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:45,STATUS: MOVEMENT,,
06/08/2019 09:59:45,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:46,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:46,STATUS: MOVEMENT,,
06/08/2019 09:59:46,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:47,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:47,STATUS: MOVEMENT,,
06/08/2019 09:59:47,STATUS: TELEMETRY,20.344V,0.000A,0.000A
06/08/2019 09:59:48,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:48,STATUS: MOVEMENT,,
06/08/2019 09:59:48,STATUS: TELEMETRY,20.315V,0.000A,0.000A
06/08/2019 09:59:49,STATUS: DISTANCE,0.00,0.00
06/08/2019 09:59:49,STATUS: MOVEMENT,,
